Observation Year,Standard Week,Pest Value,Collection Type,MaxT,MinT,RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm),PEST NAME,Location
2003,1,0,Number/hill,27.9,14.8,94.7,51.3,0,3.1,8.7,2.7,Brownplanthopper,Cuttack
2003,2,0,Number/hill,27.2,15,93.9,53.1,0,2.1,8.7,2.4,Brownplanthopper,Cuttack
2003,3,0,Number/hill,28.7,18.3,94.1,56.7,0.6,4.8,6.7,2.8,Brownplanthopper,Cuttack
2003,4,0,Number/hill,25.3,16.4,90.9,57.4,0.3,6.5,5.3,3,Brownplanthopper,Cuttack
2003,5,0,Number/hill,28.8,18.7,95.7,55,0,5.2,6.3,2.8,Brownplanthopper,Cuttack
2003,6,0,Number/hill,27.1,17.2,94.9,53.3,4.4,3.5,6.9,2.9,Brownplanthopper,Cuttack
2003,7,0,Number/hill,30.7,16,93.9,33,0,2.6,10.2,4,Brownplanthopper,Cuttack
2003,8,0,Number/hill,30.4,21.4,95.3,56.9,15.4,5.1,6.4,3.4,Brownplanthopper,Cuttack
2003,9,0,Number/hill,31.1,22.3,92.6,56.7,17.5,6,6.5,4.2,Brownplanthopper,Cuttack
2003,10,0,Number/hill,31.1,21.5,95.3,54.7,0,3.5,7.5,4.2,Brownplanthopper,Cuttack
2003,11,0,Number/hill,31.7,22.8,93.4,58.1,41.1,4.7,7,3.9,Brownplanthopper,Cuttack
2003,12,0,Number/hill,34,23.8,92.6,45.1,0,6.1,9.1,5.1,Brownplanthopper,Cuttack
2003,13,0,Number/hill,32.1,23.1,92.3,47.4,1.6,6.2,8.5,4.9,Brownplanthopper,Cuttack
2003,14,0,Number/hill,32.9,22.5,90.7,55.9,18.5,5.5,9.2,4.9,Brownplanthopper,Cuttack
2003,15,0,Number/hill,35.1,25.4,92.4,54.6,0,7.6,9.1,5.9,Brownplanthopper,Cuttack
2003,16,0,Number/hill,35.8,25.9,91.4,50.9,0,7.9,9.3,6.2,Brownplanthopper,Cuttack
2003,17,0,Number/hill,36.4,24.7,90.9,48.7,9.8,10.6,8.2,6.2,Brownplanthopper,Cuttack
2003,18,0,Number/hill,35,25.7,91.3,59.6,11.4,7.2,9.2,5.1,Brownplanthopper,Cuttack
2003,19,0,Number/hill,34.5,25.3,88.3,62.3,28,7.5,8,4.9,Brownplanthopper,Cuttack
2003,20,0,Number/hill,35.4,26.2,86.9,49.3,0,6.3,11.1,6.5,Brownplanthopper,Cuttack
2003,21,0,Number/hill,37.6,28.8,88.7,54.4,5.6,9.6,9.7,7.3,Brownplanthopper,Cuttack
2003,22,0,Number/hill,41.1,29.7,86.7,39.4,0,8.7,8.9,7.5,Brownplanthopper,Cuttack
2003,23,0,Number/hill,38.8,28.2,85.4,48.1,0,10,8.3,7.6,Brownplanthopper,Cuttack
2003,24,0,Number/hill,35.5,26.8,86.1,70,38.9,8.3,3.2,5.5,Brownplanthopper,Cuttack
2003,25,0,Number/hill,35.1,27.1,90.3,65.9,75.4,6.3,4.7,3.6,Brownplanthopper,Cuttack
2003,26,0,Number/hill,30.7,26.2,93.4,80.1,14.8,3,0.9,2.1,Brownplanthopper,Cuttack
2003,27,0,Number/hill,31,26.1,93.9,83.4,115.8,5.5,1.9,2.2,Brownplanthopper,Cuttack
2003,28,0,Number/hill,30.7,24.9,96.3,82.3,115.2,5.2,0.9,1.7,Brownplanthopper,Cuttack
2003,29,0,Number/hill,33,26.1,93.1,69.3,38.6,5.9,5.1,4.1,Brownplanthopper,Cuttack
2003,30,0,Number/hill,34.8,26.1,92,69.1,99.9,4.9,8.7,4,Brownplanthopper,Cuttack
2003,31,0,Number/hill,31.7,26.8,93.9,75.6,81.3,7.2,5.9,4.4,Brownplanthopper,Cuttack
2003,32,0,Number/hill,31.9,26.3,94.7,76.1,49.6,3.4,2.5,3.1,Brownplanthopper,Cuttack
2003,33,0,Number/hill,31.4,25.8,95,82.4,63.8,5.4,2.1,2.3,Brownplanthopper,Cuttack
2003,34,0,Number/hill,31.6,26.2,92.1,79.7,54.1,3.6,6.4,3.6,Brownplanthopper,Cuttack
2003,35,0,Number/hill,31.6,25.6,96.3,75.9,63,4.1,3,3,Brownplanthopper,Cuttack
2003,36,0,Number/hill,31.5,25.9,92.4,79.7,99.6,3.4,4.4,2.3,Brownplanthopper,Cuttack
2003,37,2.9,Number/hill,28.9,25.2,95.7,86.6,101.7,4.6,1,1.9,Brownplanthopper,Cuttack
2003,38,9.7,Number/hill,31.7,25.8,91.4,77.3,50.2,3.9,6.8,3.8,Brownplanthopper,Cuttack
2003,39,19.4,Number/hill,32.9,26.5,91.1,74,19.2,3,7.5,4,Brownplanthopper,Cuttack
2003,40,9,Number/hill,32.3,25.7,88.3,72.9,9.8,2.4,6.7,3.7,Brownplanthopper,Cuttack
2003,41,6,Number/hill,32.7,25.9,90,71.6,2.7,2.1,7.7,3.8,Brownplanthopper,Cuttack
2003,42,5.3,Number/hill,28.9,24.9,96.1,89.4,121.4,4.6,3,1.8,Brownplanthopper,Cuttack
2003,43,4.4,Number/hill,31.4,24.9,94.7,68.3,45.4,2.3,6.7,3,Brownplanthopper,Cuttack
2003,44,1.3,Number/hill,29.1,23.1,94.7,75.4,39.8,4.8,4.9,2.7,Brownplanthopper,Cuttack
2003,45,0,Number/hill,30.5,22.7,92.3,67.1,0,2.5,8.3,3.3,Brownplanthopper,Cuttack
2003,46,0,Number/hill,29.3,21.8,93.3,68.7,61.8,6.1,6.6,2.8,Brownplanthopper,Cuttack
2003,47,0,Number/hill,29.8,22.4,94.6,61.6,0,3.9,5.7,2.8,Brownplanthopper,Cuttack
2003,48,0,Number/hill,29.1,16.4,90.4,45.1,0,2,9.4,2.7,Brownplanthopper,Cuttack
2003,49,0,Number/hill,29,14.4,92.6,40.4,0,1.5,9.6,3,Brownplanthopper,Cuttack
2003,50,0,Number/hill,27.7,15.5,93.1,44.7,0,2.1,8,2.9,Brownplanthopper,Cuttack
2003,51,0,Number/hill,27.3,13.6,91.9,40.6,0,2.2,9.2,2.9,Brownplanthopper,Cuttack
2003,52,0,Number/hill,26.8,12.9,93.6,37.9,0,1.6,8.7,2.9,Brownplanthopper,Cuttack
1959,1,1,Number/Light trap,26.8,12.2,83.6,44,0,2.7,10,3,Gallmidge,Cuttack
1959,2,0,Number/Light trap,29.9,15.4,91.7,46,0,2.7,9.8,3.5,Gallmidge,Cuttack
1959,3,0,Number/Light trap,29.4,18.2,93.6,45,16.8,3.1,8.9,2.8,Gallmidge,Cuttack
1959,4,0,Number/Light trap,26.1,15.4,85.7,44,6.9,3.1,8.5,2.6,Gallmidge,Cuttack
1959,5,0,Number/Light trap,27.2,16.4,83.1,44,0,3.5,9.3,3.7,Gallmidge,Cuttack
1959,6,1,Number/Light trap,28.9,17.8,83.1,46,0.5,4.2,8.7,3.1,Gallmidge,Cuttack
1959,7,0,Number/Light trap,31.6,19.4,84.7,45,13.4,3.7,10.2,4.3,Gallmidge,Cuttack
1959,8,1,Number/Light trap,32.6,20.2,79.6,42,0,4,10.3,5.8,Gallmidge,Cuttack
1959,9,0,Number/Light trap,33.5,20.7,81.7,42,0,4.4,9.8,5.7,Gallmidge,Cuttack
1959,10,0,Number/Light trap,34,18.7,82.1,43,1.5,4.8,9.1,6.4,Gallmidge,Cuttack
1959,11,0,Number/Light trap,35.3,20.7,92.7,41,0,5,8.6,6.6,Gallmidge,Cuttack
1959,12,0,Number/Light trap,36.8,21,87,46,0,6.3,9,8.7,Gallmidge,Cuttack
1959,13,0,Number/Light trap,35.3,25,85.4,47,0,7,8.3,7.5,Gallmidge,Cuttack
1959,14,0,Number/Light trap,35,24,87.3,46,29,7.7,7,5.8,Gallmidge,Cuttack
1959,15,0,Number/Light trap,36.7,25.2,85.1,48,0,8.9,7.9,7,Gallmidge,Cuttack
1959,16,0,Number/Light trap,35.9,24.5,86.1,49,19.6,9,7.6,6.4,Gallmidge,Cuttack
1959,17,0,Number/Light trap,39,25.6,91.3,50,36.6,9.6,9.7,5.6,Gallmidge,Cuttack
1959,18,0,Number/Light trap,39.4,26.9,81.9,52,0,9.9,10.4,8.5,Gallmidge,Cuttack
1959,19,0,Number/Light trap,37.9,27.1,82.4,53,0,9.6,9.7,8.9,Gallmidge,Cuttack
1959,20,0,Number/Light trap,41,28.1,80.3,51,3.1,8.7,9.8,11.4,Gallmidge,Cuttack
1959,21,0,Number/Light trap,38.6,28.3,78.4,52,8.4,9.1,8.4,9.9,Gallmidge,Cuttack
1959,22,0,Number/Light trap,35.7,24.1,88,52,114.2,8.3,6.6,3.4,Gallmidge,Cuttack
1959,23,0,Number/Light trap,36.7,25.7,85.4,56,14.2,8.1,7.1,4.9,Gallmidge,Cuttack
1959,24,0,Number/Light trap,32.9,25.4,88.4,61,50.5,7.5,2.9,3,Gallmidge,Cuttack
1959,25,0,Number/Light trap,34.9,26.7,85.7,66,6.6,6.4,8.4,5.2,Gallmidge,Cuttack
1959,26,0,Number/Light trap,34.9,26.4,80.3,72,26.4,6.6,7.5,7.1,Gallmidge,Cuttack
1959,27,0,Number/Light trap,33,26.5,88.4,75,46,5.7,4.7,3.6,Gallmidge,Cuttack
1959,28,3,Number/Light trap,31.8,25.2,85.6,76,42,5.6,4.4,2.2,Gallmidge,Cuttack
1959,29,6,Number/Light trap,32,26.2,88.4,77,46,5.9,5.2,2.7,Gallmidge,Cuttack
1959,30,2,Number/Light trap,30.4,24.8,93.3,75,74.4,5.7,4.2,2.3,Gallmidge,Cuttack
1959,31,1,Number/Light trap,29.8,24.8,89.9,78,52.5,5.8,0.8,1.8,Gallmidge,Cuttack
1959,32,12,Number/Light trap,32.1,25.6,89.1,78,58.1,5.7,4.1,2.2,Gallmidge,Cuttack
1959,33,20,Number/Light trap,31.7,25.9,89.1,78,62.8,5.5,3.4,2.2,Gallmidge,Cuttack
1959,34,27,Number/Light trap,29.9,25.4,91,77,107.7,5.2,3.9,1.5,Gallmidge,Cuttack
1959,35,27,Number/Light trap,30.7,25.6,93.1,77,48.8,4.9,4.1,1.4,Gallmidge,Cuttack
1959,36,49,Number/Light trap,30.7,25.2,92.6,76,47.5,4.7,2.7,1.4,Gallmidge,Cuttack
1959,37,8,Number/Light trap,30.6,25.4,89,76,34,5,4.3,2.8,Gallmidge,Cuttack
1959,38,78,Number/Light trap,32.6,25.3,87.9,75,49.8,4.3,6,1.8,Gallmidge,Cuttack
1959,39,218,Number/Light trap,32.2,25.1,88.3,74,11.4,4.2,7.6,2.5,Gallmidge,Cuttack
1959,40,97,Number/Light trap,30.2,24.2,92.6,73,250,3.9,3.1,1.7,Gallmidge,Cuttack
1959,41,22,Number/Light trap,31.4,24.6,88.7,69,72.4,3.1,6.2,1.9,Gallmidge,Cuttack
1959,42,68,Number/Light trap,31,23.4,88.1,67,30.8,3.4,9.3,2.5,Gallmidge,Cuttack
1959,43,5,Number/Light trap,31.6,23,93.6,62,7.1,3.2,9.6,2.2,Gallmidge,Cuttack
1959,44,227,Number/Light trap,28.1,19.6,90.9,61,42.6,3.7,10.3,1.9,Gallmidge,Cuttack
1959,45,238,Number/Light trap,30.3,20.2,86.3,56,0,3,9.8,2.5,Gallmidge,Cuttack
1959,46,87,Number/Light trap,28.6,17.1,87.9,52,0,3.1,10,2.5,Gallmidge,Cuttack
1959,47,2,Number/Light trap,27.5,13.5,83.3,50,0,2.8,10.4,3.4,Gallmidge,Cuttack
1959,48,0,Number/Light trap,27.9,14.2,87.7,47,0,2.8,10,3.3,Gallmidge,Cuttack
1959,49,0,Number/Light trap,26.1,16.1,80.7,44,7.3,2.6,7.4,2.9,Gallmidge,Cuttack
1959,50,0,Number/Light trap,27,12.4,81.9,46,0,2.5,9.3,3.6,Gallmidge,Cuttack
1959,51,0,Number/Light trap,27.8,13.1,79.3,44,0,2.5,10,2.8,Gallmidge,Cuttack
1959,52,0,Number/Light trap,26.2,10.7,80.1,43,0,2.3,10,3.1,Gallmidge,Cuttack
1960,1,0,Number/Light trap,27.1,14.7,80.3,44,0,2.7,7.5,3.4,Gallmidge,Cuttack
1960,2,0,Number/Light trap,27.3,13.7,80.3,46,0,2.7,9.6,3.6,Gallmidge,Cuttack
1960,3,0,Number/Light trap,26.9,13.6,74,45,0,3.1,9.6,4.1,Gallmidge,Cuttack
1960,4,0,Number/Light trap,26.7,12.1,73,44,0,3.1,9.7,4.4,Gallmidge,Cuttack
1960,5,0,Number/Light trap,29.2,11.7,56.4,44,0,3.5,10.5,4.7,Gallmidge,Cuttack
1960,6,0,Number/Light trap,29.4,14.5,81.1,46,0,4.2,9.7,3.5,Gallmidge,Cuttack
1960,7,0,Number/Light trap,33.7,15.6,66.9,45,0,3.7,10.4,5.8,Gallmidge,Cuttack
1960,8,0,Number/Light trap,35.1,17.6,75.6,42,0,4,10.1,6.6,Gallmidge,Cuttack
1960,9,0,Number/Light trap,32.9,18.1,72.1,42,0.9,4.4,8.5,6.2,Gallmidge,Cuttack
1960,10,0,Number/Light trap,30.6,20.1,79.4,43,30,4.8,6.6,4.3,Gallmidge,Cuttack
1960,11,0,Number/Light trap,34,21.6,82.1,41,0,5,9.4,6.2,Gallmidge,Cuttack
1960,12,0,Number/Light trap,34,21.2,83.9,46,6.6,6.3,8.2,6.6,Gallmidge,Cuttack
1960,13,0,Number/Light trap,36.2,21.6,88.9,47,0,7,9.5,6.5,Gallmidge,Cuttack
1960,14,0,Number/Light trap,37.6,23.6,82,46,2,7.7,8.3,7.2,Gallmidge,Cuttack
1960,15,0,Number/Light trap,38,24.6,82,48,0,8.9,9.1,8.3,Gallmidge,Cuttack
1960,16,0,Number/Light trap,38.9,25,85.7,49,0,9,9,8.6,Gallmidge,Cuttack
1960,17,0,Number/Light trap,39.7,25.4,84,50,5.3,9.6,10.1,7.4,Gallmidge,Cuttack
1960,18,0,Number/Light trap,41,26.2,82.3,52,0,9.9,10.6,10.3,Gallmidge,Cuttack
1960,19,0,Number/Light trap,39.9,27.5,77,53,0,9.6,11.1,11.5,Gallmidge,Cuttack
1960,20,0,Number/Light trap,38.2,27.1,80,51,0,8.7,9.6,9.5,Gallmidge,Cuttack
1960,21,0,Number/Light trap,36.8,27,81.1,52,1,9.1,3.9,6.8,Gallmidge,Cuttack
1960,22,0,Number/Light trap,37,27.3,88.9,52,47.6,8.3,7.1,5.6,Gallmidge,Cuttack
1960,23,0,Number/Light trap,37.6,27.2,85,56,28,8.1,5.5,5.6,Gallmidge,Cuttack
1960,24,0,Number/Light trap,39.2,27.7,88.6,61,75.2,7.5,8.9,7.6,Gallmidge,Cuttack
1960,25,0,Number/Light trap,30.6,24.5,89,66,14.2,6.4,3.4,2.6,Gallmidge,Cuttack
1960,26,0,Number/Light trap,31.7,25.6,89.3,72,119.7,6.6,5.9,2.2,Gallmidge,Cuttack
1960,27,0,Number/Light trap,30.2,25.2,91,75,166.9,5.7,4.2,2.2,Gallmidge,Cuttack
1960,28,0,Number/Light trap,29.6,24.4,91,76,119.3,5.6,1.3,1.7,Gallmidge,Cuttack
1960,29,63,Number/Light trap,31.8,25.4,90.3,77,35.3,5.9,5.6,2.8,Gallmidge,Cuttack
1960,30,2,Number/Light trap,30.4,25,90,75,69.1,5.7,4.1,2,Gallmidge,Cuttack
1960,31,9,Number/Light trap,31.3,25.8,92.9,78,82.2,5.8,2.5,1.7,Gallmidge,Cuttack
1960,32,2,Number/Light trap,29.7,25.6,91.7,78,91.5,5.7,1.7,1.2,Gallmidge,Cuttack
1960,33,12,Number/Light trap,30.7,26.3,91.7,78,40.5,5.5,2.4,2.2,Gallmidge,Cuttack
1960,34,5,Number/Light trap,32.4,26.2,88.7,77,21.7,5.2,4.7,1.9,Gallmidge,Cuttack
1960,35,18,Number/Light trap,32.1,25.2,89.9,77,43.7,4.9,3.1,1.8,Gallmidge,Cuttack
1960,36,74,Number/Light trap,32.4,25.2,91.6,76,97.3,4.7,3.7,1.9,Gallmidge,Cuttack
1960,37,696,Number/Light trap,31.8,26,91.3,76,19.1,5,3.9,2,Gallmidge,Cuttack
1960,38,132,Number/Light trap,32.5,25.4,87.3,75,19.3,4.3,7.5,2.1,Gallmidge,Cuttack
1960,39,29,Number/Light trap,31.7,25.6,90.6,74,70.7,4.2,4.1,1.6,Gallmidge,Cuttack
1960,40,117,Number/Light trap,29.5,24.4,92.9,73,90.5,3.9,3.5,1.2,Gallmidge,Cuttack
1960,41,453,Number/Light trap,33.1,25.4,91,69,0,3.1,7.8,1.9,Gallmidge,Cuttack
1960,42,1315,Number/Light trap,31.6,22.4,83.6,67,0,3.4,8.6,2.4,Gallmidge,Cuttack
1960,43,2062,Number/Light trap,30.7,20.2,84.7,62,0,3.2,10.6,2.7,Gallmidge,Cuttack
1960,44,277,Number/Light trap,28.9,21.3,84.9,61,1.3,3.7,4.5,2.6,Gallmidge,Cuttack
1960,45,385,Number/Light trap,29.3,19.5,86,56,0,3,8.2,2.2,Gallmidge,Cuttack
1960,46,267,Number/Light trap,29.5,15.6,83.3,52,0,3.1,10,3.4,Gallmidge,Cuttack
1960,47,58,Number/Light trap,28.1,15.5,89.4,50,0,2.8,8.2,2.9,Gallmidge,Cuttack
1960,48,14,Number/Light trap,27.1,13,82.6,47,0,2.8,9.3,3.9,Gallmidge,Cuttack
1960,49,0,Number/Light trap,28.5,18.7,83.4,44,0.5,2.6,4.2,2.8,Gallmidge,Cuttack
1960,50,0,Number/Light trap,28.3,14.1,91.9,46,0,2.5,7.8,2.1,Gallmidge,Cuttack
1960,51,0,Number/Light trap,28.5,12.8,88.4,44,0,2.5,9.9,2.8,Gallmidge,Cuttack
1960,52,0,Number/Light trap,29.2,15,87.4,43,0.8,2.3,7.7,3.5,Gallmidge,Cuttack
1961,1,0,Number/Light trap,24.1,16.6,88.6,66.6,38.3,2.7,5.2,1.7,Gallmidge,Cuttack
1961,2,0,Number/Light trap,26.7,13.4,89.1,47.4,0,2.7,9.7,3.2,Gallmidge,Cuttack
1961,3,0,Number/Light trap,27.8,14.9,93.3,45.1,0,3.1,7.2,2.9,Gallmidge,Cuttack
1961,4,0,Number/Light trap,29,15.1,88.1,37.4,0,3.1,9.8,3.6,Gallmidge,Cuttack
1961,5,0,Number/Light trap,27.7,14,89.6,58.6,0,3.5,9.5,3.8,Gallmidge,Cuttack
1961,6,0,Number/Light trap,28.4,15.9,92,69.4,3.8,4.2,7.8,3.7,Gallmidge,Cuttack
1961,7,0,Number/Light trap,31.5,15.9,84.6,56,0,3.7,9.6,5.5,Gallmidge,Cuttack
1961,8,0,Number/Light trap,30.7,17.5,82,28.6,0.3,4,8,6.2,Gallmidge,Cuttack
1961,9,0,Number/Light trap,33.2,22.1,87.9,44.1,0,4.4,9.2,5.5,Gallmidge,Cuttack
1961,10,0,Number/Light trap,33.8,22.5,91,46.1,0,4.8,8.2,5.6,Gallmidge,Cuttack
1961,11,0,Number/Light trap,35.9,22.7,89,38.4,0,5,9.1,8.6,Gallmidge,Cuttack
1961,12,0,Number/Light trap,35.2,25.1,89,52.3,0,6.3,8,5.5,Gallmidge,Cuttack
1961,13,0,Number/Light trap,34.6,23.2,84.4,47.7,0,7,5.8,5.2,Gallmidge,Cuttack
1961,14,0,Number/Light trap,36.2,22.7,82.3,32,0,7.7,7.8,8.3,Gallmidge,Cuttack
1961,15,0,Number/Light trap,39,24.2,89.4,30.1,0,8.9,8.6,8.5,Gallmidge,Cuttack
1961,16,0,Number/Light trap,39.3,26.9,81.9,37.4,0,9,8.9,8,Gallmidge,Cuttack
1961,17,0,Number/Light trap,38.5,26.8,85.1,39.9,0,9.6,10.2,8,Gallmidge,Cuttack
1961,18,0,Number/Light trap,37.1,25.4,82.3,44.4,43.1,9.9,9.2,9.1,Gallmidge,Cuttack
1961,19,0,Number/Light trap,37.4,26.3,82.9,44,7.9,9.6,8.3,7.4,Gallmidge,Cuttack
1961,20,0,Number/Light trap,38.6,27.3,84.4,43.6,25.9,8.7,10.2,7.3,Gallmidge,Cuttack
1961,21,0,Number/Light trap,39.9,27.4,80.6,40.6,31,9.1,9.4,8.6,Gallmidge,Cuttack
1961,22,0,Number/Light trap,38.4,27.5,83.7,48.3,14.2,8.3,6.4,7.1,Gallmidge,Cuttack
1961,23,0,Number/Light trap,33,25.4,85.9,74,142.7,8.1,1.8,4,Gallmidge,Cuttack
1961,24,2,Number/Light trap,34.4,26.8,89.3,63.9,12.7,7.5,4.9,4,Gallmidge,Cuttack
1961,25,3,Number/Light trap,33.1,24.8,87.3,81.4,52.7,6.4,7.5,3.2,Gallmidge,Cuttack
1961,26,1,Number/Light trap,32.8,25.8,83.9,71.3,66.8,6.6,5.4,3.3,Gallmidge,Cuttack
1961,27,0,Number/Light trap,29,25.1,95.1,85.1,238.2,5.7,0.1,1.1,Gallmidge,Cuttack
1961,28,0,Number/Light trap,29.5,25.2,90.4,83.7,44.7,5.6,0.7,2.1,Gallmidge,Cuttack
1961,29,0,Number/Light trap,30.1,25.1,93,85.9,103.6,5.9,3.2,1.9,Gallmidge,Cuttack
1961,30,0,Number/Light trap,32.3,25.8,87,69.1,18,5.7,9.4,3,Gallmidge,Cuttack
1961,31,0,Number/Light trap,31.5,25.8,91.7,85,54.9,5.8,2.4,2,Gallmidge,Cuttack
1961,32,0,Number/Light trap,32.2,25.6,90.9,78.3,46.2,5.7,3,2.2,Gallmidge,Cuttack
1961,33,0,Number/Light trap,31.8,26,91.1,81.1,64.8,5.5,4.4,1.8,Gallmidge,Cuttack
1961,34,0,Number/Light trap,31.4,25.8,93.7,79.4,108.2,5.2,2.4,1.7,Gallmidge,Cuttack
1961,35,0,Number/Light trap,33.3,25.5,90.6,83.1,36.6,4.9,4.6,1.9,Gallmidge,Cuttack
1961,36,0,Number/Light trap,29.1,25,93.3,82.4,260,4.7,2.2,1.7,Gallmidge,Cuttack
1961,37,10,Number/Light trap,31.9,25.7,88.3,72,30.3,5,5.4,2.7,Gallmidge,Cuttack
1961,38,17,Number/Light trap,32,25.3,89.1,79.6,23.1,4.3,4.1,2.4,Gallmidge,Cuttack
1961,39,10,Number/Light trap,30.4,25.2,92.1,80.7,17,4.2,1.8,1.5,Gallmidge,Cuttack
1961,40,34,Number/Light trap,29.3,25.3,95.1,77.9,246.5,3.9,2,1.3,Gallmidge,Cuttack
1961,41,67,Number/Light trap,29.2,24.9,82.7,80.4,47,3.1,1.5,1.9,Gallmidge,Cuttack
1961,42,118,Number/Light trap,30.3,25.1,93.6,65.9,96,3.4,3.8,2,Gallmidge,Cuttack
1961,43,148,Number/Light trap,31.7,25.6,87.9,55.6,26.4,3.2,8.4,2.8,Gallmidge,Cuttack
1961,44,197,Number/Light trap,30.7,23.5,85.7,70,0,3.7,6.9,2.6,Gallmidge,Cuttack
1961,45,62,Number/Light trap,27.4,19.5,82.3,60.7,0,3,7,3.5,Gallmidge,Cuttack
1961,46,46,Number/Light trap,29.3,17.5,83.9,47.4,0,3.1,9.7,3,Gallmidge,Cuttack
1961,47,6,Number/Light trap,28.4,16,84.4,46,0,2.8,10.4,3,Gallmidge,Cuttack
1961,48,0,Number/Light trap,26.7,13,82.3,44.3,0,2.8,10.4,3.7,Gallmidge,Cuttack
1961,49,0,Number/Light trap,26.7,11.9,84.6,40.9,0,2.6,10,3.8,Gallmidge,Cuttack
1961,50,0,Number/Light trap,27.3,14.2,87.1,47,0,2.5,8.9,3.4,Gallmidge,Cuttack
1961,51,0,Number/Light trap,25.1,11.6,80,42.3,0,2.5,10.1,3.7,Gallmidge,Cuttack
1961,52,0,Number/Light trap,24.7,9.5,76.4,34.9,0,2.3,10.2,4,Gallmidge,Cuttack
1962,1,0,Number/Light trap,26,9.8,83.4,30.1,0,2.4,10.1,4.2,Gallmidge,Cuttack
1962,2,0,Number/Light trap,27,11.4,82.6,36.1,0,2.4,9.9,4.1,Gallmidge,Cuttack
1962,3,0,Number/Light trap,26.1,10.2,81.1,38,0,2.8,10,4.2,Gallmidge,Cuttack
1962,4,0,Number/Light trap,28,13.9,90.3,41.3,8.9,2.7,8.5,3.9,Gallmidge,Cuttack
1962,5,0,Number/Light trap,26,12.4,86.3,40.1,0,2.9,9.7,3.9,Gallmidge,Cuttack
1962,6,0,Number/Light trap,28.4,15.9,92,50.3,3.8,3.4,7.8,3.7,Gallmidge,Cuttack
1962,7,0,Number/Light trap,31.5,15.9,84.6,37.1,0,3.3,9.6,5.5,Gallmidge,Cuttack
1962,8,0,Number/Light trap,30.7,17.5,82,46,0.3,4.5,8,6.2,Gallmidge,Cuttack
1962,9,0,Number/Light trap,32.4,19.7,83.6,59,0,5.7,9.2,5.7,Gallmidge,Cuttack
1962,10,0,Number/Light trap,31.4,19.6,80.4,50.3,53.8,6.1,8.2,4.8,Gallmidge,Cuttack
1962,11,0,Number/Light trap,33.7,19.3,77.9,28,0.8,3.4,9.3,6.2,Gallmidge,Cuttack
1962,12,0,Number/Light trap,36.6,21.2,64.6,25,0,5.3,9.4,9.4,Gallmidge,Cuttack
1962,13,0,Number/Light trap,38.6,22.4,79.6,24,0,5.9,9.2,9.3,Gallmidge,Cuttack
1962,14,0,Number/Light trap,37.3,24.9,86.4,45.6,4.4,11.4,8.1,9.1,Gallmidge,Cuttack
1962,15,0,Number/Light trap,38.1,24.5,78.4,35.3,0,8.3,7.3,9.7,Gallmidge,Cuttack
1962,16,0,Number/Light trap,37.5,23,77.1,36.7,18.5,9.1,8.3,11.3,Gallmidge,Cuttack
1962,17,0,Number/Light trap,35.4,24.4,85.7,53.1,29.5,9.7,9.6,8,Gallmidge,Cuttack
1962,18,0,Number/Light trap,35.3,24.6,77.3,44,1.8,13.1,8,12.8,Gallmidge,Cuttack
1962,19,0,Number/Light trap,37.5,25.2,81.1,40.9,1,7.2,7.6,11.3,Gallmidge,Cuttack
1962,20,0,Number/Light trap,37.7,25.8,79.3,47.3,0,9.5,10.7,11.5,Gallmidge,Cuttack
1962,21,0,Number/Light trap,40.7,27.1,81.4,35.6,12.7,9.1,10.2,12.1,Gallmidge,Cuttack
1962,22,0,Number/Light trap,42.1,27.9,73.3,35.3,0,10.4,7.4,14.2,Gallmidge,Cuttack
1962,23,0,Number/Light trap,34,25.7,86.9,75,67.9,6.1,2.1,5.7,Gallmidge,Cuttack
1962,24,0,Number/Light trap,35.6,25.7,86.1,57.1,17.3,6.6,2.9,4.8,Gallmidge,Cuttack
1962,25,0,Number/Light trap,31.7,25.3,88.3,65.1,70.4,5.7,0.2,2.1,Gallmidge,Cuttack
1962,26,0,Number/Light trap,34.2,25,83,59,1.8,5.9,5.8,3.6,Gallmidge,Cuttack
1962,27,0,Number/Light trap,34.3,25,90.1,73,151.9,4.6,5.5,2.4,Gallmidge,Cuttack
1962,28,0,Number/Light trap,31.3,25.4,90.9,85,152.6,9.1,4.1,2.7,Gallmidge,Cuttack
1962,29,0,Number/Light trap,30.8,25.1,91.3,79.6,61.8,7,2,2.5,Gallmidge,Cuttack
1962,30,0,Number/Light trap,31.2,25,89.3,75.4,33.8,6.4,1.6,2.7,Gallmidge,Cuttack
1962,31,0,Number/Light trap,31.5,24.8,89.9,76.7,13.4,6,2,2.8,Gallmidge,Cuttack
1962,32,0,Number/Light trap,31.2,25,89.3,82,21.9,6.1,4.5,2.3,Gallmidge,Cuttack
1962,33,0,Number/Light trap,30.5,25,88.7,76.7,5.3,9.4,4,3.2,Gallmidge,Cuttack
1962,34,1,Number/Light trap,31.7,24.7,91.4,74.7,40.2,4,3.8,2.2,Gallmidge,Cuttack
1962,35,16,Number/Light trap,32.4,25.3,88.3,72.7,14.1,4.7,7.9,2.8,Gallmidge,Cuttack
1962,36,4,Number/Light trap,33,25.2,91.6,75.1,11.7,6.7,6.4,2.6,Gallmidge,Cuttack
1962,37,6,Number/Light trap,31.2,24.7,87.6,81.1,109,3.5,4.6,2,Gallmidge,Cuttack
